3480,0.00
3508,0.17
3535,0.34
3558,0.51
3579,0.68
3597,0.86
3615,1.03
3631,1.20
3646,1.37
3660,1.54
3673,1.71
3685,1.88
3697,2.05
3708,2.22
3718,2.39
3728,2.56
3737,2.73
3746,2.90
3755,3.07
3763,3.24
3771,3.41
3779,3.58
3786,3.75
3792,3.92
3800,4.09
3807,4.26
3813,4.42
3819,4.59
3824,4.76
3831,4.93
3836,5.10
3842,5.27
3847,5.44
3850,5.61
3856,5.78
3859,5.95
3863,6.12
3866,6.28
3868,6.45
3870,6.62
3872,6.79
3873,6.96
3874,7.13
3874,7.29
3875,7.46
3876,7.63
3877,7.80
3877,7.97
3878,8.14
3879,8.31
3879,8.47
3880,8.64
3881,8.81
3881,8.98
3882,9.15
3882,9.32
3883,9.48
3892,9.65
3899,9.82
3902,9.99
3905,10.16
3907,10.33
3908,10.49
3911,10.66
3914,10.83
3917,11.00
3919,11.17
3922,11.33
3924,11.50
3926,11.67
3928,11.83
3930,12.00
3933,12.17
3932,12.34
3932,12.51
3916,12.67
3917,12.84
3917,13.01
3919,13.18
3920,13.35
3920,13.51
3923,13.68
3924,13.85
3925,14.02
3926,14.19
3927,14.36
3928,14.52
3929,14.69
3931,14.86
3932,15.02
3933,15.19
3934,15.36
3935,15.53
3937,15.69
3938,15.86
3939,16.02
3940,16.19
3941,16.36
3943,16.52
3943,16.69
3944,16.85
3945,17.02
3946,17.19
3947,17.35
3948,17.52
3949,17.68
3949,17.85
3951,18.02
3952,18.18
3953,18.35
3953,18.51
3954,18.68
3955,18.85
3955,19.01
3957,19.18
3958,19.35
3957,19.51
3959,19.67
3960,19.84
3960,20.00
3961,20.17
3961,20.33
3962,20.50
3963,20.66
3963,20.83
3964,20.99
3965,21.16
3966,21.32
3966,21.49
3967,21.65
3967,21.82
3967,21.99
3968,22.15
3969,22.31
3969,22.48
3969,22.64
3971,22.80
3971,22.97
3972,23.13
3972,23.30
3977,23.46
3977,23.63
3978,23.79
3978,23.95
3978,24.12
3980,24.28
3980,24.44
3981,24.60
3981,24.76
3981,24.93
3981,25.09
3981,25.25
3983,25.41
3983,25.57
3984,25.73
3985,25.90
3986,26.06
3986,26.22
3987,26.39
3987,26.55
3988,26.71
3988,26.87
3989,27.03
3989,27.20
3989,27.36
3989,27.52
3990,27.68
3990,27.85
3991,28.01
3991,28.17
3992,28.33
3992,28.50
3992,28.66
3993,28.82
3993,28.98
3993,29.15
3994,29.31
3994,29.47
3994,29.63
3994,29.79
3994,29.96
3995,30.12
3995,30.28
3996,30.44
3996,30.60
3996,30.77
3996,30.93
3996,31.09
3997,31.25
3997,31.41
3997,31.58
3998,31.74
3998,31.90
3998,32.06
3998,32.22
3998,32.39
3999,32.55
3999,32.71
3999,32.87
3999,33.04
3999,33.20
4000,33.36
4000,33.85
4000,34.33
4001,34.49
4001,34.65
4001,34.82
4001,34.98
4001,35.14
4002,35.30
4002,35.46
4002,35.62
4002,35.78
4002,35.95
4003,36.11
4002,36.27
4003,36.43
4003,36.59
4003,36.75
4004,36.91
4004,37.07
4004,37.23
4004,37.40
4004,37.55
4004,37.72
4004,37.88
4004,38.04
4004,38.20
4004,38.35
4004,38.52
4006,38.68
4004,38.84
4006,39.00
4006,39.16
4006,39.31
4006,39.47
4007,39.63
4007,39.80
4007,39.96
4007,40.12
4007,40.28
4007,40.44
4007,40.60
4007,40.76
4007,40.92
4009,41.08
4009,41.24
4009,41.40
4009,41.56
4009,41.72
4010,41.88
4010,42.04
4010,42.20
4010,42.36
4010,42.52
4010,42.68
4010,42.84
4010,43.00
4010,43.16
4012,43.32
4012,43.48
4012,43.64
4013,43.80
4013,43.96
4013,44.12
4013,44.28
4013,44.44
4013,44.60
4013,44.76
4013,44.92
4013,45.08
4015,45.23
4015,45.39
4015,45.55
4016,45.71
4016,45.87
4016,46.03
4016,46.19
4017,46.34
4017,46.51
4017,46.66
4017,46.82
4018,46.98
4018,47.14
4018,47.30
4019,47.46
4019,47.61
4019,47.77
4020,47.93
4020,48.09
4020,48.25
4020,48.41
4021,48.57
4021,48.73
4021,48.88
4021,49.04
4022,49.20
4022,49.36
4022,49.52
4023,49.68
4023,49.84
4023,49.99
4023,50.15
4024,50.31
4024,50.47
4025,50.63
4024,50.79
