4.05723822,100.00
4.05022228,99.83
4.04397085,99.68
4.03756071,99.51
4.03451188,99.34
4.03215351,99.19
4.0277876,99.02
4.02538104,98.85
4.02279092,98.70
4.02002675,98.53
4.0180844,98.35
4.01569938,98.21
4.01254248,98.03
4.01167643,97.86
4.01019326,97.69
4.00625478,97.54
4.00450907,97.37
4.00201079,97.20
4.00108297,97.03
3.99901643,96.88
3.99784802,96.71
3.99488248,96.54
3.99383598,96.39
3.99189058,96.22
3.99029581,96.04
3.98893408,95.87
3.98593679,95.72
3.98525852,95.55
3.98238277,95.38
3.98044799,95.21
3.97898507,95.06
3.97837258,94.89
3.97552358,94.72
3.97410166,94.55
3.97252587,94.40
3.97032984,94.23
3.96787932,94.05
3.96591271,93.88
3.96578301,93.73
3.96320881,93.56
3.96244098,93.39
3.95998547,93.22
3.95882639,93.07
3.95598621,92.90
3.95554708,92.73
3.95272639,92.56
3.95205539,92.41
3.95100545,92.24
3.94894945,92.06
3.94715469,91.89
3.94578951,91.72
3.94502069,91.57
3.94286704,91.40
3.94096246,91.23
3.94094594,91.06
3.93960898,90.88
3.93814874,90.74
3.93755574,90.57
3.9357073,90.39
3.93379837,90.22
3.93338601,90.07
3.93328414,89.90
3.93026501,89.73
3.93046981,89.56
3.92825405,89.39
3.92688704,89.24
3.92581622,89.07
3.9242538,88.89
3.92442824,88.72
3.92145782,88.55
3.92022624,88.40
3.91861251,88.23
3.91801057,88.06
3.91578946,87.89
3.91541679,87.71
3.91251689,87.57
3.91156881,87.40
3.90975754,87.22
3.90788991,87.05
3.90661963,86.88
3.90439103,86.73
3.90168354,86.56
3.89895769,86.39
3.8978185,86.22
3.89528377,86.04
3.89442417,85.87
3.89139746,85.72
3.88936976,85.55
3.88729602,85.38
3.8843201,85.21
3.883731,85.04
3.8811991,84.86
3.87953251,84.72
3.87660922,84.55
3.87537893,84.37
3.87345066,84.20
3.86865474,84.03
3.86835183,83.86
3.86629529,83.69
3.8642858,83.51
3.8639578,83.37
3.86156562,83.19
3.85864421,83.02
3.85841157,82.85
3.8565679,82.68
3.85444566,82.51
3.85180908,82.33
3.85121815,82.16
3.85100516,81.99
3.84853665,81.84
3.84728396,81.67
3.84418773,81.50
3.84524193,81.33
3.84295601,81.15
3.84185994,80.98
3.84039564,80.81
3.83971555,80.64
3.8373785,80.47
3.83669365,80.29
3.83673871,80.15
3.83358222,79.98
3.83177747,79.80
3.83154314,79.63
3.8313869,79.46
3.83078909,79.29
3.82882365,79.12
3.82701658,78.94
3.82573092,78.77
3.8247122,78.60
3.82393205,78.43
3.82319834,78.26
3.82182558,78.08
3.82047097,77.91
3.81947163,77.74
3.81742292,77.57
3.81814192,77.42
3.81551604,77.25
3.81451533,77.08
3.81496065,76.90
3.81294153,76.73
3.81090319,76.56
3.80986901,76.39
3.80946229,76.22
3.80757294,76.04
3.8093277,75.87
3.80550458,75.70
3.80514154,75.53
3.80350855,75.36
3.80275381,75.18
3.8019581,75.01
3.80064151,74.84
3.80037414,74.67
3.79792341,74.50
3.79757344,74.32
3.79648875,74.15
3.79536647,73.98
3.79418468,73.81
3.79240683,73.64
3.79143047,73.46
3.79015142,73.29
3.78964134,73.12
3.78863846,72.95
3.78820902,72.78
3.78612282,72.60
3.78483328,72.43
3.78209092,72.26
3.7827916,72.06
3.78258475,71.89
3.78015646,71.72
3.77856249,71.55
3.7767426,71.38
3.77481576,71.20
3.77600095,71.03
3.77257291,70.86
3.77295771,70.69
3.77242456,70.52
3.77136565,70.34
3.76849723,70.17
3.76736568,70.00
3.76684369,69.83
3.76457018,69.66
3.76458913,69.48
3.76287777,69.31
3.76239831,69.14
3.7619723,68.97
3.75968893,68.77
3.75827105,68.60
3.75630489,68.43
3.755702,68.26
3.75426962,68.08
3.75415711,67.91
3.75245663,67.74
3.75106564,67.57
3.74871716,67.40
3.74858056,67.22
3.74694105,67.05
3.74680927,66.88
3.74598231,66.68
3.742429,66.51
3.74149228,66.34
3.74183468,66.17
3.73981529,66.00
3.73819882,65.82
3.7375009,65.65
3.7369978,65.48
3.73602828,65.31
3.73406326,65.14
3.73291896,64.94
3.7334968,64.77
3.73092467,64.59
3.72972154,64.42
3.72744776,64.25
3.72698972,64.08
3.72589255,63.91
3.72611657,63.73
3.72447544,63.56
3.72214,63.37
3.72204473,63.19
3.71975099,63.02
3.71990238,62.85
3.71893229,62.68
3.71717437,62.51
3.71794286,62.33
3.71606282,62.16
3.7141167,61.97
3.71357088,61.79
3.7132116,61.62
3.71156518,61.45
3.70927734,61.28
3.70864516,61.11
3.70920166,60.93
3.70663366,60.74
3.70650531,60.57
3.70379725,60.39
3.70492742,60.22
3.70327937,60.05
3.70179437,59.88
3.70188352,59.68
3.70170456,59.51
3.6995024,59.34
3.69825283,59.16
3.69750878,58.99
3.69794555,58.82
3.69585381,58.62
3.69541743,58.45
3.69440047,58.28
3.69386292,58.11
3.69099003,57.94
3.69066722,57.74
3.69121582,57.57
3.68982099,57.40
3.68830501,57.22
3.68700178,57.05
3.68809102,56.86
3.68729332,56.68
3.68515549,56.51
3.68504091,56.34
3.68386872,56.17
3.68332946,55.97
3.68189231,55.80
3.68215628,55.63
3.68169378,55.45
3.68050271,55.28
3.67930437,55.09
3.67895648,54.91
3.67815429,54.74
3.67774063,54.57
3.67691435,54.37
3.67598759,54.20
3.67313426,54.03
3.67500336,53.86
3.67254206,53.66
3.67220171,53.49
3.67112693,53.32
3.67178422,53.14
3.67076803,52.97
3.66928854,52.78
3.66998613,52.60
3.66753618,52.43
3.6672839,52.26
3.66669302,52.06
3.66671917,51.89
3.66553876,51.72
3.66495679,51.55
3.66410783,51.35
3.66385489,51.18
3.66169537,51.01
3.6630809,50.84
3.66218097,50.64
3.66094931,50.47
3.66048469,50.29
3.65871201,50.12
3.6589333,49.93
3.65756223,49.75
3.65717541,49.58
3.65674352,49.41
3.6573733,49.21
3.65508991,49.04
3.65604459,48.87
3.65492474,48.70
3.65488793,48.50
3.65372301,48.33
3.65346248,48.16
3.65306569,47.99
3.6517094,47.79
3.6501105,47.62
3.65027503,47.44
3.65123415,47.27
3.65010981,47.08
3.64880621,46.90
3.64872846,46.73
3.64646913,46.56
3.64631291,46.36
3.64614086,46.19
3.6466037,46.02
3.64389736,45.82
3.64554959,45.65
3.64401473,45.48
3.64314404,45.31
3.6429768,45.11
3.64199907,44.94
3.64170828,44.77
3.6409181,44.57
3.64073228,44.40
3.64012485,44.23
3.63887873,44.05
3.63927135,43.86
3.63964514,43.69
3.63840139,43.51
3.63853148,43.32
3.63757753,43.14
3.6366067,42.97
3.63626564,42.80
3.63528072,42.60
3.63636236,42.43
3.63614248,42.26
3.63494896,42.06
3.6353461,41.89
3.63243496,41.72
3.63457317,41.55
3.63421388,41.35
3.63298632,41.18
3.63259329,41.01
3.63194494,40.81
3.6320702,40.64
3.63100337,40.47
3.63156195,40.27
3.62932777,40.10
3.62952047,39.93
3.62966364,39.75
3.62873204,39.56
3.62773299,39.39
3.62684097,39.21
3.62804237,39.02
3.62622217,38.85
3.62592898,38.67
3.62424266,38.48
3.6250645,38.30
3.62564577,38.13
3.6252328,37.94
3.62467426,37.76
3.62341607,37.59
3.62211418,37.40
3.62337063,37.22
3.62401697,37.05
3.62347804,36.86
3.62245421,36.68
3.62142073,36.51
3.62006137,36.34
3.62182615,36.14
3.62181344,35.97
3.62125109,35.80
3.62024069,35.60
3.61990516,35.43
3.61961606,35.26
3.62103396,35.06
3.61790393,34.89
3.61834755,34.72
3.61848796,34.52
3.61796041,34.35
3.61794834,34.18
3.61744279,33.98
3.61684638,33.81
3.61519723,33.64
3.61526913,33.44
3.61491674,33.27
3.61643203,33.10
3.61487992,32.90
3.61482142,32.73
3.61443356,32.56
3.61320876,32.36
3.6147306,32.19
3.61254834,32.01
3.61319535,31.82
3.61252047,31.65
3.6119674,31.47
3.61051649,31.28
3.61056056,31.11
3.61041498,30.93
3.60901638,30.74
3.60911168,30.57
3.60962861,30.39
3.60941458,30.20
3.60926381,30.02
3.6091647,29.85
3.60825168,29.66
3.60614448,29.48
3.6074381,29.29
3.60666894,29.12
3.60488317,28.94
3.6056919,28.75
3.60625358,28.57
3.60514438,28.40
3.60292635,28.21
3.60322129,28.03
3.60351071,27.86
3.60261455,27.67
3.60097093,27.49
3.60230173,27.32
3.6009654,27.13
3.60050701,26.95
3.6004468,26.76
3.60066944,26.58
3.59876322,26.41
3.59843457,26.22
3.59756765,26.04
3.59877287,25.87
3.59669112,25.68
3.59703011,25.50
